UniqueID,T_amb,T_setpoint,T_block,T_air,T_leaf,T_air_below,T_air_above,T_leaf_below,T_leaf_above,Licor_Type,Licor_name,Species,Flow,PAR,Date,Notes
3,20.36,20,19.97,20.31,22.08,21.13,22.33,23.35,23.15,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
3,20.61,25,25.04,24.78,25.72,25,24.81,26.47,26.2,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
3,20.84,30,30.12,29.19,29.16,28.67,27.04,29.36,28.93,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
3,20.86,35,34.99,33.56,32.81,32.47,29.46,32.38,31.71,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
3,20.55,40,40.06,38.08,36.24,36.41,31.86,35.35,34.47,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
3,21.22,45,45.13,42.79,39.96,40.66,34.83,38.85,37.74,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
3,21.32,50,49.81,46.85,42.53,44.09,36.71,41.38,40.08,6400,Angert,Gaultheria shallon,200,1600,27-01-2022,"Photo, cond OK; logfile jcg_gash_1"
4,19.99,0,1.22,4.19,10.86,7.32,15.43,13.6,14.43,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.52,5,5.09,7.51,13.11,10.16,17.01,15.68,16.44,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.48,10,9.98,11.78,16.47,13.92,19.2,18.57,19.09,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.45,15,15.04,16.23,19.7,17.72,21.33,21.44,21.72,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.52,20,20.11,20.7,22.98,21.61,23.49,24.36,24.43,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.72,25,25,25.02,26.47,25.31,25.6,27.17,27.41,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.73,30,30.07,29.43,29.71,29,27.56,29.96,30.14,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,20.87,35,35.15,33.94,33.16,32.84,29.79,32.89,32.98,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,21.15,40,40.02,38.32,36.25,36.51,31.76,35.67,35.51,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,21.36,45,45.06,42.92,39.61,40.51,34.08,38.84,38.41,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
4,21.38,50,49.76,47.01,41.85,43.93,35.8,41.35,40.71,6400,Guy,Gaultheria shallon,200,1600,28-01-2022,"Photo, cond OK; logfile jcg_gash_2"
5,,,7.81,14.38,14.66,,,15.59,16.51,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,12,17.33,17.51,,,18.57,19.49,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,16,20.47,20.53,,,21.61,22.51,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,20,23.47,23.4,,,24.42,25.34,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,24,26.53,26.33,,,27.32,28.29,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,28,29.52,29.15,,,30.12,31.14,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,32,32.52,32.02,,,32.89,33.97,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,36,35.44,34.79,,,35.58,36.77,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,40,38.5,37.78,,,38.51,39.85,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
5,,,44,41.3,40.38,,,40.94,42.44,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,8.95,15.93,16.4,,,17.46,17.75,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,12,17.83,18.22,,,19.28,19.59,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,16,20.69,21,,,21.95,22.34,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,20,23.52,23.72,,,24.55,25.01,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,24,26.45,26.51,,,27.27,27.83,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,28,29.27,29.19,,,29.91,30.58,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,32,32.15,31.91,,,32.54,33.3,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,36,35.02,34.66,,,35.25,36.06,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,40,37.91,37.42,,,38,38.92,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
6,,,44,40.79,40.11,,,40.69,41.76,6800,Michaletz 1,Gaultheria Shallon,500,1600,12-05-2020,
7,,,8.02,14.77,15.02,14.07,13.9,16.28,16.62,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,12,17.42,17.58,16.85,16.7,18.68,19.22,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,16,20.28,20.24,19.3,19.6,21.24,21.86,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,20,23.15,22.96,21.94,22.5,23.91,24.58,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,24,26.24,25.9,24.83,25.6,26.79,27.54,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,28,29.16,28.66,27.58,28.7,29.49,30.34,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,32,32,31.27,30.22,31.6,32.04,33.03,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,36,34.86,33.94,32.91,30.73,34.64,35.8,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,40,37.18,36.01,34.98,37,36.48,37.97,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
7,,,44,39.92,38.5,37.31,39.8,38.66,40.41,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,8.19,15.24,15.82,14.74,14.9,17.31,16.44,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,12,17.78,18.16,16.99,17.3,19.5,18.81,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,16,20.58,20.72,19.57,20.2,21.99,21.47,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,20,23.42,23.3,22.14,23.1,24.49,24.15,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,24,26.19,25.86,24.67,26,26.91,26.81,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,28,28.98,28.4,27.2,28.7,29.35,29.46,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,32,31.77,30.94,29.77,31.6,31.8,32.11,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,36,34.55,33.51,32.32,34.4,34.26,34.74,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,40,37.29,36.01,34.77,37.2,36.68,37.35,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
8,,,44,40.81,39.64,38.25,40.7,40.29,40.97,6800,Michaletz 1,Gaultheria Shallon,200,1600,14-05-2020,
